,SKU ID,Min Pd,Product ID,Zenni B2B,USD Price,Cad Price,Frame Type,Material,Frame Rim,Frame Shape,Frame Gender,SKU Color,SKU Display Color,Frame Width,Adult Frame Size,Kids Frame Size,Weight,Lens Width,Product Display Name,Is for Kids,Rush Processing Available,SKU Status,Product Type,Joint Max,Joint Min,Max Sph,Min Sph,Max Cyl,Min Cyl,Max Pd,Min Pd,Pd Reader,Temple Length,Bridge,Lens Height,Readers Available,Progressive Available,Image URL,Feature List,Product List,Friendly Name
1335,2040616,35,20406,,23.95,31.95,standardframetype,Plastic,FullRim,Square,Unisex_Kids,Blue,Blue,91,,Extra_Small,11,36,Kids' Flexible Square Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,52,35,46,128,16,33,0,1,https://static.zennioptical.com/production/products/general/20/40/2040616-eyeglasses-front-view.jpg,"ft01,ft03","gt34,gt44,gt04,gt33,gt41,gt31,gt36",kids-tr-square-eyeglass-frames-2040616
1336,2040619,35,20406,,23.95,31.95,standardframetype,Plastic,FullRim,Square,Unisex_Kids,Pink,Pink,91,,Extra_Small,11,36,Kids' Flexible Square Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,52,35,46,128,16,33,0,1,https://static.zennioptical.com/production/products/general/20/40/2040619-eyeglasses-front-view.jpg,"ft01,ft03","gt34,gt44,gt04,gt33,gt41,gt31,gt36",kids-tr-square-eyeglass-frames-2040619
1337,2040636,35,20406,,23.95,31.95,standardframetype,Plastic,FullRim,Square,Unisex_Kids,Multicolor,Blue,91,,Extra_Small,11,36,Kids' Flexible Square Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,52,35,46,128,16,33,0,1,https://static.zennioptical.com/production/products/general/20/40/2040636-eyeglasses-front-view.jpg,"ft01,ft03","gt34,gt44,gt04,gt33,gt41,gt31,gt36",kids-tr-square-eyeglass-frames-2040636
1338,2040716,35,20407,,23.95,31.95,standardframetype,Plastic,FullRim,Oval,Unisex_Kids,Blue,Blue,96,,Extra_Small,10,38,Kids' Flexible Oval Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,128,16,31,0,1,https://static.zennioptical.com/production/products/general/20/40/2040716-eyeglasses-front-view.jpg,"ft01,ft03","gt32,gt44,gt35,gt41,gt04",kids-tr-oval-eyeglass-frames-2040716
1339,2040717,35,20407,,23.95,31.95,standardframetype,Plastic,FullRim,Oval,Unisex_Kids,Purple,Purple,96,,Extra_Small,10,38,Kids' Flexible Oval Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,128,16,31,0,1,https://static.zennioptical.com/production/products/general/20/40/2040717-eyeglasses-front-view.jpg,"ft01,ft03","gt32,gt44,gt35,gt41,gt04",kids-tr-oval-eyeglass-frames-2040717
1340,2040718,35,20407,,23.95,31.95,standardframetype,Plastic,FullRim,Oval,Unisex_Kids,Red,Red,96,,Extra_Small,10,38,Kids' Flexible Oval Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,128,16,31,0,1,https://static.zennioptical.com/production/products/general/20/40/2040718-eyeglasses-front-view.jpg,"ft01,ft03","gt32,gt44,gt35,gt41,gt04",kids-tr-oval-eyeglass-frames-2040718
1341,2040719,35,20407,,23.95,31.95,standardframetype,Plastic,FullRim,Oval,Unisex_Kids,Pink,Pink,96,,Extra_Small,10,38,Kids' Flexible Oval Glasses,1,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,54,35,48,128,16,31,0,1,https://static.zennioptical.com/production/products/general/20/40/2040719-eyeglasses-front-view.jpg,"ft01,ft03","gt32,gt44,gt35,gt41,gt04",kids-tr-oval-eyeglass-frames-2040719
1342,2040821,63,20408,,23.95,31.95,standardframetype,Plastic,FullRim,Aviator,Unisex,Black,Black,134,Large,,14,54,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,74,63,65,148,17,47,0,1,https://static.zennioptical.com/production/products/general/20/40/2040821-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt25",tr-aviator-eyeglass-frames-2040821
1343,2040839,63,20408,,23.95,31.95,standardframetype,Plastic,FullRim,Aviator,Unisex,Pattern,Brown,134,Large,,14,54,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,74,63,65,148,17,47,0,1,https://static.zennioptical.com/production/products/general/20/40/2040839-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt25",tr-aviator-eyeglass-frames-2040839
1344,2040921,58,20409,,23.95,31.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Black,Black,132,Med,,17,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,58,66,148,21,43,1,1,https://static.zennioptical.com/production/products/general/20/40/2040921-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt51",womens-tr-cat-eye-eyeglass-frames-2040921
1345,2040925,58,20409,,23.95,31.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Tortoiseshell,Tortoiseshell,132,Med,,17,51,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,58,66,148,21,43,1,1,https://static.zennioptical.com/production/products/general/20/40/2040925-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt51",womens-tr-cat-eye-eyeglass-frames-2040925
1346,2041212,53,20412,,29.95,39.95,standardframetype,Plastic,FullRim,Round,Unisex,Gray,Gray,129,Med,,19,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,53,63,143,21,41,1,1,https://static.zennioptical.com/production/products/general/20/41/2041212-eyeglasses-front-view.jpg,"ft01,ft02,ft06","gt35,gt44,gt25,gt32",tr-round-eyeglass-frames-2041212
1347,2041217,53,20412,,29.95,39.95,standardframetype,Plastic,FullRim,Round,Unisex,Purple,Purple,129,Med,,19,48,Round Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,53,63,143,21,41,1,1,https://static.zennioptical.com/production/products/general/20/41/2041217-eyeglasses-front-view.jpg,"ft01,ft02,ft06","gt35,gt44,gt25,gt32",tr-round-eyeglass-frames-2041217
1348,2041312,56,20413,,29.95,39.95,standardframetype,Plastic,FullRim,Square,Unisex,Gray,Gray,128,Med,,16,49,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,56,63,145,20,42,1,1,https://static.zennioptical.com/production/products/general/20/41/2041312-eyeglasses-front-view.jpg,"ft01,ft02","gt34,gt33,gt36,gt31,gt44",tr-square-eyeglass-frames-2041312
1349,2041325,56,20413,,29.95,39.95,standardframetype,Plastic,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,128,Med,,16,49,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,72,56,63,145,20,42,1,1,https://static.zennioptical.com/production/products/general/20/41/2041325-eyeglasses-front-view.jpg,"ft01,ft02","gt34,gt33,gt36,gt31,gt44",tr-square-eyeglass-frames-2041325
1350,2042415,59,20424,,19.95,26.95,standardframetype,Plastic,FullRim,Square,Unisex,Brown,Brown,128,Med,,12,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/20/42/2042415-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt34,gt36,gt31,gt44,gt33,gt40",tr-square-eyeglass-frames-2042415
1351,2042416,59,20424,,19.95,26.95,standardframetype,Plastic,FullRim,Square,Unisex,Blue,Blue,128,Med,,12,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/20/42/2042416-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt34,gt36,gt31,gt44,gt33,gt40",tr-square-eyeglass-frames-2042416
1352,2042421,59,20424,,19.95,26.95,standardframetype,Plastic,FullRim,Square,Unisex,Black,Black,128,Med,,12,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/20/42/2042421-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt34,gt36,gt31,gt44,gt33,gt40",tr-square-eyeglass-frames-2042421
1353,2042423,59,20424,,19.95,26.95,standardframetype,Plastic,FullRim,Square,Unisex,Clear,Cloud,128,Med,,12,52,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,142,20,45,1,1,https://static.zennioptical.com/production/products/general/20/42/2042423-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt34,gt36,gt31,gt44,gt33,gt40",tr-square-eyeglass-frames-2042423
1354,2042525,64,20425,,19.95,26.95,standardframetype,Plastic,FullRim,Rectangle,Women_s,Tortoiseshell,Tortoiseshell,132,Med,,25,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,64,65,147,17,40,0,1,https://static.zennioptical.com/production/products/general/20/42/2042525-eyeglasses-front-view.jpg,ft06,"gt44,gt51,gt34,gt33,gt40,gt36,gt25,gt31",womens-tr-rectangle-eyeglass-frames-2042525
1355,2042624,55,20426,,15.95,20.95,standardframetype,Plastic,FullRim,Rectangle,Women_s,Green,Green,133,Large,,11,49,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,142,19,34,1,1,https://static.zennioptical.com/production/products/general/20/42/2042624-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt15,gt34,gt33,gt31,gt36",womens-plastic-rectangle-eyeglass-frames-2042624
1356,2042625,55,20426,,15.95,20.95,standardframetype,Plastic,FullRim,Rectangle,Women_s,Tortoiseshell,Tortoiseshell,133,Large,,11,49,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,71,55,62,142,19,34,1,1,https://static.zennioptical.com/production/products/general/20/42/2042625-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt15,gt34,gt33,gt31,gt36",womens-plastic-rectangle-eyeglass-frames-2042625
1357,2042812,62,20428,,25.95,34.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Gray,Gray,132,Med,,17,54,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,62,66,142,18,36,0,1,https://static.zennioptical.com/production/products/general/20/42/2042812-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt15,gt26",womens-plastic-cat-eye-eyeglass-frames-2042812
1358,2042818,62,20428,,25.95,34.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Red,Red,132,Med,,17,54,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,62,66,142,18,36,0,1,https://static.zennioptical.com/production/products/general/20/42/2042818-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt15,gt26",womens-plastic-cat-eye-eyeglass-frames-2042818
1359,2042821,62,20428,,25.95,34.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Black,Black,132,Med,,17,54,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,62,66,142,18,36,0,1,https://static.zennioptical.com/production/products/general/20/42/2042821-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt15,gt26",womens-plastic-cat-eye-eyeglass-frames-2042821
1360,2042917,59,20429,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Purple,Purple,126,Med,,13,53,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,140,17,38,1,1,https://static.zennioptical.com/production/products/general/20/42/2042917-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt35,gt31,gt32,gt15",womens-plastic-oval-eyeglass-frames-2042917
1361,2042921,59,20429,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Black,Black,126,Med,,13,53,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,59,64,140,17,38,1,1,https://static.zennioptical.com/production/products/general/20/42/2042921-eyeglasses-front-view.jpg,"ft01,ft03,ft06","gt35,gt31,gt32,gt15",womens-plastic-oval-eyeglass-frames-2042921
1362,2043016,59,20430,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Blue,Mist,131,Med,,19,50,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,59,68,143,24,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043016-eyeglasses-front-view.jpg,"ft01,ft06","gt25,gt32,gt35,gt15",womens-plastic-oval-eyeglass-frames-2043016
1363,2043018,59,20430,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Red,Red,131,Med,,19,50,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,59,68,143,24,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043018-eyeglasses-front-view.jpg,"ft01,ft06","gt25,gt32,gt35,gt15",womens-plastic-oval-eyeglass-frames-2043018
1364,2043025,59,20430,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Tortoiseshell,Tortoiseshell,131,Med,,19,50,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,59,68,143,24,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043025-eyeglasses-front-view.jpg,"ft01,ft06","gt25,gt32,gt35,gt15",womens-plastic-oval-eyeglass-frames-2043025
1365,2043033,59,20430,,19.95,26.95,standardframetype,Plastic,FullRim,Oval,Women_s,Cream,Cream,131,Med,,19,50,Oval Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,59,68,143,24,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043033-eyeglasses-front-view.jpg,"ft01,ft06","gt25,gt32,gt35,gt15",womens-plastic-oval-eyeglass-frames-2043033
1366,2043221,54,20432,,29.95,39.95,standardframetype,Plastic,FullRim,Square,Unisex,Black,Black,126,Med,,21,48,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,54,66,143,24,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043221-eyeglasses-front-view.jpg,ft01,"gt31,gt36,gt33,gt34",plastic-square-eyeglass-frames-2043221
1367,2043223,54,20432,,29.95,39.95,standardframetype,Plastic,FullRim,Square,Unisex,Clear,Clear,126,Med,,21,48,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,54,66,143,24,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043223-eyeglasses-front-view.jpg,ft01,"gt31,gt36,gt33,gt34",plastic-square-eyeglass-frames-2043223
1368,2043225,54,20432,,29.95,39.95,standardframetype,Plastic,FullRim,Square,Unisex,Tortoiseshell,Tortoiseshell,126,Med,,21,48,Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,54,66,143,24,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043225-eyeglasses-front-view.jpg,ft01,"gt31,gt36,gt33,gt34",plastic-square-eyeglass-frames-2043225
1369,2043321,63,20433,,32.95,43.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Black,Black,134,Large,,15,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,63,66,144,18,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043321-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt36,gt33,gt34",plastic-rectangle-eyeglass-frames-2043321
1370,2043325,63,20433,,32.95,43.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Tortoiseshell,Tortoiseshell,134,Large,,15,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,63,66,144,18,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043325-eyeglasses-front-view.jpg,"ft01,ft02","gt31,gt36,gt33,gt34",plastic-rectangle-eyeglass-frames-2043325
1371,2043416,61,20434,,32.95,43.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Blue,Blue,133,Large,,12,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,61,65,139,17,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043416-eyeglasses-front-view.jpg,"ft01,ft03","gt36,gt31,gt33,gt34",plastic-rectangle-eyeglass-frames-2043416
1372,2043421,61,20434,,32.95,43.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Black,Black,133,Large,,12,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,61,65,139,17,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043421-eyeglasses-front-view.jpg,"ft01,ft03","gt36,gt31,gt33,gt34",plastic-rectangle-eyeglass-frames-2043421
1373,2043425,61,20434,,32.95,43.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Tortoiseshell,Tortoiseshell,133,Large,,12,54,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,61,65,139,17,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043425-eyeglasses-front-view.jpg,"ft01,ft03","gt36,gt31,gt33,gt34",plastic-rectangle-eyeglass-frames-2043425
1374,2043512,65,20435,,29.95,39.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Gray,Gray,133,Large,,26,53,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,65,68,143,21,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043512-eyeglasses-front-view.jpg,ft01,"gt36,gt34,gt33,gt31",plastic-rectangle-eyeglass-frames-2043512
1375,2043524,65,20435,,29.95,39.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Green,Green,133,Large,,26,53,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,65,68,143,21,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043524-eyeglasses-front-view.jpg,ft01,"gt36,gt34,gt33,gt31",plastic-rectangle-eyeglass-frames-2043524
1376,2043525,65,20435,,29.95,39.95,standardframetype,Plastic,FullRim,Rectangle,Unisex,Tortoiseshell,Tortoiseshell,133,Large,,26,53,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,77,65,68,143,21,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043525-eyeglasses-front-view.jpg,ft01,"gt36,gt34,gt33,gt31",plastic-rectangle-eyeglass-frames-2043525
1377,2043621,59,20436,,27.95,36.95,standardframetype,Plastic,FullRim,Square,Unisex,Black,Black,133,Large,,19,51,Colombus Crew Square Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,75,59,66,148,21,40,1,1,https://static.zennioptical.com/production/products/general/20/43/2043621-eyeglasses-front-view.jpg,,,plastic-square-eyeglass-frames-2043621
1378,2043812,60,20438,,29.95,39.95,standardframetype,Plastic,FullRim,Aviator,Unisex,Gray,Gray,130,Med,,15,53,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,74,60,65,143,18,45,1,1,https://static.zennioptical.com/production/products/general/20/43/2043812-eyeglasses-front-view.jpg,"ft01,ft02",gt32,plastic-aviator-eyeglass-frames-2043812
1379,2043816,60,20438,,29.95,39.95,standardframetype,Plastic,FullRim,Aviator,Unisex,Blue,Blue,130,Med,,15,53,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,74,60,65,143,18,45,1,1,https://static.zennioptical.com/production/products/general/20/43/2043816-eyeglasses-front-view.jpg,"ft01,ft02",gt32,plastic-aviator-eyeglass-frames-2043816
1380,2043823,60,20438,,29.95,39.95,standardframetype,Plastic,FullRim,Aviator,Unisex,Clear,Clear,130,Med,,15,53,Aviator Glasses,0,0,non-retired,configurable prescription frame,4,-24,4,-20,4,-4,74,60,65,143,18,45,1,1,https://static.zennioptical.com/production/products/general/20/43/2043823-eyeglasses-front-view.jpg,"ft01,ft02",gt32,plastic-aviator-eyeglass-frames-2043823
1381,2043921,60,20439,,29.95,39.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Black,Black,131,Med,,17,53,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,17,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043921-eyeglasses-front-view.jpg,"ft01,ft02",gt32,womens-plastic-cat-eye-eyeglass-frames-2043921
1382,2043925,60,20439,,29.95,39.95,standardframetype,Plastic,FullRim,Cat-Eye,Women_s,Tortoiseshell,Tortoiseshell,131,Med,,17,53,Cat-Eye Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,60,64,143,17,36,1,1,https://static.zennioptical.com/production/products/general/20/43/2043925-eyeglasses-front-view.jpg,"ft01,ft02",gt32,womens-plastic-cat-eye-eyeglass-frames-2043925
1384,206024,57,2060,,15.95,20.95,standardframetype,Plastic,FullRim,Round,Unisex,Green,,131,Med,,19,51,Round Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,73,57,64,148,19,45,1,1,https://static.zennioptical.com/production/products/general/20/60/206024-eyeglasses-front-view.jpg,"ft01,ft06","gt32,gt44,gt33,gt40,gt35,gt34",round-eyeglass-frames-206024
1385,206219,62,2062,,15.95,20.95,standardframetype,Plastic,FullRim,Rectangle,Women_s,Pink,Pink,128,Med,,14,53,Rectangle Glasses,0,0,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,144,18,36,0,1,https://static.zennioptical.com/production/products/general/20/62/206219-eyeglasses-front-view.jpg,"ft01,ft06","gt16,gt33,gt53,gt31,gt49",womens-tr-rectangle-eyeglass-frames-206219
1386,206225,62,2062,,15.95,20.95,standardframetype,Plastic,FullRim,Rectangle,Women_s,Tortoiseshell,,128,Med,,14,53,Rectangle Glasses,0,1,non-retired,configurable prescription frame,12,-26,12,-20,6,-6,74,62,65,144,18,36,0,1,https://static.zennioptical.com/production/products/general/20/62/206225-eyeglasses-front-view.jpg,"ft01,ft06","gt16,gt33,gt53,gt31,gt49",womens-fullrim-acetate-plastic-rectangle -eyeglass-frames-206225
